LID,Glottocode,Language,Microrelation,Macrorelation,LocusOfMarkingComments,IsDefaultLocusOfMarking,LocusOfMarking,LocusOfMarkingBinned6,LocusOfMarkingBinned5,LocusOfMarkingCategoryCondition,LocusOfMarkingSyntacticDomainCondition,LocusOfMarkingSemanticDomainCondition
128,kaya1319,Kayardild,ATTR-default,ATTR,Case agreement only,TRUE,D,D,D,,,
159,lang1324,Lango,A-default,A,,TRUE,H,H,H,,,
159,lang1324,Lango,S-default,S,,TRUE,H,H,H,,,
159,lang1324,Lango,U-default,P,"Optional if followed by overt object NP; obligatory with pronominal object NP (p141) òn`Ená án3sg.see-1sg me ‘the man saw ME’ (p 165)but “a non-human 3s direct object does not trigger agreement -- the stem itself marked as transitive is sufficient.” (Noonon p 141)",TRUE,h,H,H,N-hum,nominal,noun-like
159,lang1324,Lango,POSS-default,POSS,"ad-head particle (Mickey Noonan, e-mail to BB on 05/22/01) or, with pronominal possessors, agreement suffix on alienables",TRUE,H,H,H,,,
159,lang1324,Lango,ATTR-default,ATTR,attributive particle and number agreement on the adjective.,TRUE,H+D,2,2,,,
502,nucl1301,Turkish,S-default,S,,TRUE,H+D,2,2,,,
502,nucl1301,Turkish,A-default,A,,TRUE,H+D,2,2,,,
502,nucl1301,Turkish,U-default,P,ACCusative with specific reference only,TRUE,d,D,D,,,
502,nucl1301,Turkish,POSS-default,POSS,GEN only with specific reference,TRUE,H+d,2,H,,,
502,nucl1301,Turkish,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
149,goon1238,Kuniyanti,S-default,S,"Assuming that there is a zero nominative; McGregor argues against this because he takes cases to be postpositions on the ground that they have phrasal scope. Sublocus is position of case within NP",TRUE,H+D,2,2,,,
149,goon1238,Kuniyanti,A-default,A,Sublocus is position of case within NP,TRUE,H+D,2,2,,,
149,goon1238,Kuniyanti,U-default,P,Sublocus is position of case within NP,TRUE,H+D,2,2,,,
149,goon1238,Kuniyanti,POSS-default,POSS,"Case on NP or cliticized oblique pronoun (pronominal agreement)Sublocus is position of case within NP",TRUE,D,D,D,,,
149,goon1238,Kuniyanti,POSS-default,POSS,"Case on NP or cliticized oblique pronoun (pronominal agreement)Sublocus is position of case within NP",FALSE,H,H,H,N-inal,nominal,noun-like
149,goon1238,Kuniyanti,ATTR-default,ATTR,No case agreement,TRUE,Ø,Ø,Ø,,,
99,hind1269,Hindi,POSS-default,POSS,genitive case/ possessive pronoun agreeing in gender with head,TRUE,DD,D,D,,,
99,hind1269,Hindi,ATTR-default,ATTR,"Case, number, and gender agreement. But many adjectives are invariable.",TRUE,d,D,D,,,
112,imon1245,Imonda,ATTR-default,ATTR,"nominalizer -l on some adjectives, optonal (185)",TRUE,d,D,D,,,
112,imon1245,Imonda,POSS-default,POSS,h construct state suffix only with inalienables,TRUE,h+D,2,D,,,
112,imon1245,Imonda,S-default,S,"Agreement in number and ±human, ± countable, ±moving etc. (pp 82 -83)",TRUE,H,H,H,,,
112,imon1245,Imonda,A-default,A,"Agreement in number and ±human, ± countable, ±moving etc. (pp 82 -83)",TRUE,H,H,H,,,
112,imon1245,Imonda,U-default,P,"If ‘directional’, obligatory with some verbs. (pp 163 - 165)",TRUE,H+d,2,H,,,
515,bagi1246,Bagirmi,S-default,S,"Split:  pronoun S’s are usually H marked, nouns not.  Pronominal subject prefix is usually omitted when there is an overt subject.  I am not entirely sure this happens with pronoun subjects",TRUE,H,H,H,Pro,nominal,non-SAP
515,bagi1246,Bagirmi,S-default,S,"Split:  pronoun S’s are usually H marked, nouns not.  Pronominal subject prefix is usually omitted when there is an overt subject.  I am not entirely sure this happens with pronoun subjects",FALSE,Ø,Ø,Ø,N_or_Pro,nominal,noun-like
515,bagi1246,Bagirmi,A-default,A,"Split:  pronoun A’s are usually H marked, nouns not.  Pronominal subject prefix is usually omitted when there is an overt subject.  I am not entirely sure this happens with pronoun subjects",TRUE,H,H,H,Pro,nominal,non-SAP
515,bagi1246,Bagirmi,A-default,A,"Split:  pronoun A’s are usually H marked, nouns not.  Pronominal subject prefix is usually omitted when there is an overt subject.  I am not entirely sure this happens with pronoun subjects",FALSE,Ø,Ø,Ø,N_or_Pro,nominal,noun-like
515,bagi1246,Bagirmi,U-default,P,"Split:  pronoun U’s are usually H marked, nouns not.  Pronominal object prefix is usually omitted when there is an overt object.  I am not entirely sure this happens with pronoun objects.Entry changed from H’ to d on h; the above description doesn’t seem at all to be what is defined as H’  [JN 1-25-2003].",TRUE,d on h,D on H,FloatingorClitic,,,
515,bagi1246,Bagirmi,POSS-default,POSS,"Possessive NP’s with noun possessor use juxtaposition (neutral) or preposition (emphasis or contrast).  D marking for noun or pronoun possessor is “emphatic” (I think this means contrastive focus on the possessor):  Stevenson 58, 60.  -- So I’m not certain that juxtaposition is actually the best choice for default.",TRUE,Ø,Ø,Ø,N,nominal,noun-like
515,bagi1246,Bagirmi,POSS-default,POSS,"Possessive NP’s with noun possessor use juxtaposition (neutral) or preposition (emphasis or contrast).  D marking for noun or pronoun possessor is “emphatic” (I think this means contrastive focus on the possessor):  Stevenson 58, 60.  -- So I’m not certain that juxtaposition is actually the best choice for default.",FALSE,D,D,D,N_or_Pro,nominal,noun-like
515,bagi1246,Bagirmi,POSS-default,POSS,"Possessive NP’s with noun possessor use juxtaposition (neutral) or preposition (emphasis or contrast).  D marking for noun or pronoun possessor is “emphatic” (I think this means contrastive focus on the possessor):  Stevenson 58, 60.  -- So I’m not certain that juxtaposition is actually the best choice for default.",FALSE,H/D,,2,Pro,nominal,non-SAP
378,tiwi1244,Tiwi,S-default,S,Role ID changed from 40 (former S/A) and info. duplicated to create separate S and A records.  JN 6-26-01,TRUE,H,H,H,,,
378,tiwi1244,Tiwi,U-default,P,,TRUE,H,H,H,,,
378,tiwi1244,Tiwi,POSS-default,POSS,"The H pattern is Atakapa-type N pro N. Obligatory with kin terms, optional with others. (74)The D pattern:  p. 55:  There are dedicated possessive pronouns (ending -lawa, pl. -wila) with an emphatic meaning.  They can be either modifiers or predicates.  The ending -lawa is also a component in the reflexive pronouns (which have an additional suffix), but Osborne carefully distinguishes between emphatic and reflexive meaning.  Examples (respelled by JN):  ngawa  parlini   'our custom'   (ngawa 1plEX)  ngeningawila parlini  'our own custom'",TRUE,Ø,Ø,Ø,N_or_Pro,nominal,noun-like
378,tiwi1244,Tiwi,POSS-default,POSS,"The H pattern is Atakapa-type N pro N. Obligatory with kin terms, optional with others. (74)The D pattern:  p. 55:  There are dedicated possessive pronouns (ending -lawa, pl. -wila) with an emphatic meaning.  They can be either modifiers or predicates.  The ending -lawa is also a component in the reflexive pronouns (which have an additional suffix), but Osborne carefully distinguishes between emphatic and reflexive meaning.  Examples (respelled by JN):  ngawa  parlini   'our custom'   (ngawa 1plEX)  ngeningawila parlini  'our own custom'",FALSE,H,H,H,N,nominal,noun-like
378,tiwi1244,Tiwi,POSS-default,POSS,"The H pattern is Atakapa-type N pro N. Obligatory with kin terms, optional with others. (74)The D pattern:  p. 55:  There are dedicated possessive pronouns (ending -lawa, pl. -wila) with an emphatic meaning.  They can be either modifiers or predicates.  The ending -lawa is also a component in the reflexive pronouns (which have an additional suffix), but Osborne carefully distinguishes between emphatic and reflexive meaning.  Examples (respelled by JN):  ngawa  parlini   'our custom'   (ngawa 1plEX)  ngeningawila parlini  'our own custom'",FALSE,D,D,D,Pro,nominal,non-SAP
179,mart1255,Martuthunira,U-default,P,DO and IO have same case (accusative) (Dench 1995:213ff.).,TRUE,D,D,D,,,
179,mart1255,Martuthunira,A-default,A,Role ID changed from 40 (former S/A) and info. duplicated to create separate S and A records.  JN 6-26-01,TRUE,D,D,D,,,
179,mart1255,Martuthunira,B-default,P,DO and IO have same case (accusative) (Dench 1995:213ff.).,TRUE,D,D,D,,,
179,mart1255,Martuthunira,POSS-default,POSS,,TRUE,D,D,D,,,
179,mart1255,Martuthunira,POSS-default,POSS,,FALSE,H+D,2,2,N-inal,nominal,noun-like
438,maib1239,Maybrat,A-default,A,Role ID changed from 40 (old S/A) and record duplicated to create separate S and A records. [JN 6-26-01],TRUE,H,H,H,,,
438,maib1239,Maybrat,U-default,P,,TRUE,P,,,,,
438,maib1239,Maybrat,B-default,P,"IO marked by preposition (=serialized verb) and not distinct from obliques.  Examples: Dol pp. 229, 230, 233, 246 (best is 246).",TRUE,D,D,D,,,
438,maib1239,Maybrat,POSS-default,POSS,,TRUE,D,D,D,,,
438,maib1239,Maybrat,POSS-default,POSS,,FALSE,H,H,H,N-inal,nominal,noun-like
497,supy1237,Supyire,S-default,S,,TRUE,Ø,Ø,Ø,,,
497,supy1237,Supyire,A-default,A,,TRUE,Ø,Ø,Ø,,,
497,supy1237,Supyire,U-default,P,,TRUE,Ø,Ø,Ø,,,
497,supy1237,Supyire,POSS-default,POSS,"Tonal changes of the head. If the possessor is in focus, the same tonal effects are found on a pre-head particle u. If the head is pronominal, a special possessed (construct-state) pronoun form is used.",TRUE,H,H,H,,,
497,supy1237,Supyire,ATTR-default,ATTR,"Agreement in gender with head noun. The alternative is compounding (incorporation), without further marking. Compounding is generally not restrictive (p. 222).",TRUE,D,D,D,,,
497,supy1237,Supyire,ATTR-default,ATTR,"Agreement in gender with head noun. The alternative is compounding (incorporation), without further marking. Compounding is generally not restrictive (p. 222).",FALSE,Ø,Ø,Ø,,,
501,mani1292,Meithei,S-default,S,"Unclear data, but it seems the agentive marker can be used on S’s.",TRUE,d,D,D,,,
501,mani1292,Meithei,A-default,A,,TRUE,d,D,D,,,
501,mani1292,Meithei,U-default,P,,TRUE,d,D,D,,,
501,mani1292,Meithei,POSS-default,POSS,case,TRUE,D,D,D,,,
501,mani1292,Meithei,ATTR-default,ATTR,"marked by the prefix @- (shwa), which Chelliah analyzes an adjectivalizer. It is regular on attributively used nominalized verbs, numerals and demonstratives.= anti-construct state marker",TRUE,D,D,D,,,
564,rapa1244,Rapanui,S-default,S,"agentive case if emphatic; plus, plural-indicating initial reduplication if phonologically possible (only with disyllabics) and if needed for emphasis. Initial reduplication has no other function with verbs (≠ pluractional), p. 192f",TRUE,h+d,2,2,,,
564,rapa1244,Rapanui,A-default,A,agentive case if emphatic;,TRUE,d,D,D,,,
564,rapa1244,Rapanui,U-default,P,"no case-marking on U if S/A are case-marked; plus, plural-indicating initial reduplication if phonologically possible (only with disyllabics) and if needed for emphasis. Initial reduplication has no other function with verbs (≠ pluractional) p. 192f",TRUE,h+d,2,2,,,
564,rapa1244,Rapanui,POSS-default,POSS,"prepositive particle before nouns and plural pronouns; vocalism on singular pronouns.I am not entirely sure whether the particle is truly ad-dependent; I deduce it from the fact that Du Feu lists it together with pronouns under “possessive pronouns” (p 144)",TRUE,D,D,D,,,
564,rapa1244,Rapanui,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
384,tuka1249,Tukang Besi,S-default,S,S/A-agreement plus optional ‘subject infix’ registering the presence of a nominative subject (Philippine-style),TRUE,Hh+D,2,2,,,
384,tuka1249,Tukang Besi,A-default,A,S/A-agreement plus optional ‘subject infix’ registering the presence of a nominative subject (Philippine-style),TRUE,Hh+D,2,2,,,
384,tuka1249,Tukang Besi,U-default,P,"Like in Chichewa, the O is either realized as an NP in the VP or as an agreement marker but never both together. But O-NPs can co-occur with agr if they attach directly to the S-node (in terms of structural dominance; not necessarily also in terms of linear precedence.) See p. 69, and 117f",TRUE,D on H,D on H,FloatingorClitic,,,
576,wari1268,Wari,A-default,A,,TRUE,H,H,H,,,
576,wari1268,Wari,U-default,P,,TRUE,H,H,H,,,
576,wari1268,Wari,B-default,P,Preposition (on secondary object).,TRUE,D,D,D,,,
576,wari1268,Wari,POSS-default,POSS,,TRUE,H,H,H,,,
576,wari1268,Wari,S-default,S,,TRUE,H,H,H,,,
576,wari1268,Wari,ATTR-default,ATTR,,TRUE,H’,H,H,,,
384,tuka1249,Tukang Besi,B-default,P,Primary Object alignment,TRUE,D on H,D on H,FloatingorClitic,,,
384,tuka1249,Tukang Besi,POSS-default,POSS,Genitive on independent NPs or pronominal agreement but never both BUT: The genitive is perhaps ad-head. One of its allomorphs cliticizes to the preceding head; and headless genitival NPs are ungrammatical. D explains this by a constraint against non-initial elements in headless NPs (p.311),TRUE,D on H,D on H,FloatingorClitic,,,
384,tuka1249,Tukang Besi,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
333,pira1253,Pirahã,S-default,S,,TRUE,Ø,Ø,Ø,,,
333,pira1253,Pirahã,A-default,A,,TRUE,Ø,Ø,Ø,,,
333,pira1253,Pirahã,U-default,P,,TRUE,Ø,Ø,Ø,,,
333,pira1253,Pirahã,POSS-default,POSS,,TRUE,Ø,Ø,Ø,Pro,nominal,non-SAP
333,pira1253,Pirahã,POSS-default,POSS,,FALSE,H,H,H,N,nominal,noun-like
333,pira1253,Pirahã,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
98,haus1257,Hausa,ATTR-default,ATTR,"bàbba=n Garba ‘big=GEN.M G.’bàbba=R rìigaa ‘big=GEN.F G.’  (other ADJ have suppletive form)mânyaa=n mootoocii ‘big=GEN.M/PL cars’(Wolff, p. 214)The modifier looks like it were the categorial head in a construct state NP (AUTOTYP H’; see np_structures); gender agreement of the modifier with the modified suggests that it is not the head, however.",TRUE,DD,D,D,,,
98,haus1257,Hausa,POSS-default,POSS,"DD is genitives with head-driven gender agreement.No semantic difference reported between default and alternate. The H-construction is cliticized from the D-construction and can thus no longer occur without head. It can host pronominal agreement (“d/h”) if the possessor is a pronoun.",TRUE,DD,D,D,,,
98,haus1257,Hausa,POSS-default,POSS,"DD is genitives with head-driven gender agreement.No semantic difference reported between default and alternate. The H-construction is cliticized from the D-construction and can thus no longer occur without head. It can host pronominal agreement (“d/h”) if the possessor is a pronoun.",FALSE,H+d on h,D on H,FloatingorClitic,,,
98,haus1257,Hausa,S-default,S,,TRUE,H,H,H,,,
98,haus1257,Hausa,A-default,A,,TRUE,H,H,H,,,
98,haus1257,Hausa,U-default,P,"H is constructional marking registrating the presence and nature of objects (Form “A” if no overt object follwing; B if followed by pronominal object; C if followed by nominal object)Only pronouns have dedicated object forms. Nouns are case-less.Choice depends in part on verb stem (grade) (Newman 2000:480)",TRUE,H+d,2,H,,,
98,haus1257,Hausa,U-default,P,"H is constructional marking registrating the presence and nature of objects (Form “A” if no overt object follwing; B if followed by pronominal object; C if followed by nominal object)Only pronouns have dedicated object forms. Nouns are case-less.Choice depends in part on verb stem (grade) (Newman 2000:480)",FALSE,H+d on h,D on H,FloatingorClitic,,,
98,haus1257,Hausa,B-default,P,"H is constructional marking registrating the presence and nature of objects (Form D)Prepositive particle ma- before pronouns, wa before nouns",TRUE,H+D,2,2,,,
98,haus1257,Hausa,T-default,P,,TRUE,Ø,Ø,Ø,,,
77,fiji1243,Fijian (Boumaa),S-default,S,agreement in person and number,TRUE,H,H,H,,,
77,fiji1243,Fijian (Boumaa),A-default,A,,TRUE,H,H,H,,,
77,fiji1243,Fijian (Boumaa),U-default,P,"H is transitivity marker -i registering the (possibly implied) presence of an objectd on h is a pronominal agreement marker -a ‘3sg’ that cannot co-occur with an object pronoun or article-less proper name in the VP (other NPs cannot occur in the VP) (34f)",TRUE,H,H,H,,,
77,fiji1243,Fijian (Boumaa),U-default,P,"H is transitivity marker -i registering the (possibly implied) presence of an objectd on h is a pronominal agreement marker -a ‘3sg’ that cannot co-occur with an object pronoun or article-less proper name in the VP (other NPs cannot occur in the VP) (34f)",FALSE,d on h,D on H,FloatingorClitic,,,
77,fiji1243,Fijian (Boumaa),POSS-default,POSS,Same conditions as for U but within the NP.,TRUE,H,H,H,,,
77,fiji1243,Fijian (Boumaa),POSS-default,POSS,Same conditions as for U but within the NP.,FALSE,d on h,D on H,FloatingorClitic,,,
77,fiji1243,Fijian (Boumaa),ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
500,hmon1264,Hmong Njua,S-default,S,,TRUE,Ø,Ø,Ø,,,
500,hmon1264,Hmong Njua,A-default,A,,TRUE,Ø,Ø,Ø,,,
500,hmon1264,Hmong Njua,U-default,P,,TRUE,Ø,Ø,Ø,,,
500,hmon1264,Hmong Njua,POSS-default,POSS,genitive ‘le’ not used with pre-head pronouns indicating the possessor.,TRUE,d,D,D,,,
500,hmon1264,Hmong Njua,,,,,,,,,,
569,stan1288,Spanish,S-default,S,Marginal nominative case on independent pronouns,TRUE,H+d,2,H,,,
569,stan1288,Spanish,U-default,P,only if U is both specific and animate; but there is considerable dialect variation in the use of both pronominal clitics and the object preposition a.,TRUE,h+d,2,2,,,
569,stan1288,Spanish,A-default,A,Marginal nominative case on independent pronouns,TRUE,H+d,2,H,,,
569,stan1288,Spanish,POSS-default,POSS,"prep. de with Pron. or N.or possessive pronouns agreeing in number and (in the case of 1PL, 2PL) in gender with the head (possessum)",TRUE,Dd,D,D,,,
569,stan1288,Spanish,ATTR-default,ATTR,Most but not all adjectives agree in gender with the head noun.,TRUE,d,D,D,,,
210,wang1291,Ngiyambaa,S-default,S,"S=U, abs. case (zero-marked).",TRUE,D,D,D,,,
210,wang1291,Ngiyambaa,U-default,P,"S=U, abs. case (zero-marked).",TRUE,D on H,D on H,FloatingorClitic,,,
210,wang1291,Ngiyambaa,A-default,A,,TRUE,D on H,D on H,FloatingorClitic,,,
210,wang1291,Ngiyambaa,B-default,P,,TRUE,D,D,D,,,
210,wang1291,Ngiyambaa,ATTR-default,ATTR,Case stacking (case agreement with head on all or some dependents in the NP).,TRUE,D,D,D,,,
210,wang1291,Ngiyambaa,POSS-default,POSS,"Not sure this is the right coding.  One possession type has case assigned, the other has juxtaposition; and in addition bot have case agreement (hence stacking, so D).  For nouns, the choice of NP type is based on alienability; for pronouns apparently the two are in free variation.",TRUE,D,D,D,N-alien,nominal,noun-like
210,wang1291,Ngiyambaa,POSS-default,POSS,"Not sure this is the right coding.  One possession type has case assigned, the other has juxtaposition; and in addition bot have case agreement (hence stacking, so D).  For nouns, the choice of NP type is based on alienability; for pronouns apparently the two are in free variation.",FALSE,Ø,Ø,Ø,N-inal,nominal,noun-like
199,nama1264,Nama,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
199,nama1264,Nama,POSS-default,POSS,genitive or juxtaposition; or possessive noun and clitized pronoun on it.,TRUE,d,D,D,,,
199,nama1264,Nama,POSS-default,POSS,genitive or juxtaposition; or possessive noun and clitized pronoun on it.,FALSE,h+d on h,D on H,FloatingorClitic,,,
199,nama1264,Nama,S-default,S,,TRUE,Ø,Ø,Ø,,,
199,nama1264,Nama,A-default,A,,TRUE,Ø,Ø,Ø,,,
199,nama1264,Nama,U-default,P,“subordinative” -à; or pronominal agreement,TRUE,D,D,D,,,
199,nama1264,Nama,U-default,P,“subordinative” -à; or pronominal agreement,FALSE,D on H,D on H,FloatingorClitic,,,
199,nama1264,Nama,B-default,P,“subordinative” -à; or pronominal agreement,TRUE,D,D,D,,,
199,nama1264,Nama,B-default,P,“subordinative” -à; or pronominal agreement,FALSE,D on H,D on H,FloatingorClitic,,,
199,nama1264,Nama,T-default,P,“subordinative” -à; or pronominal agreement,TRUE,D,D,D,,,
199,nama1264,Nama,T-default,P,“subordinative” -à; or pronominal agreement,FALSE,D on H,D on H,FloatingorClitic,,,
504,greb1256,Grebo,ATTR-default,ATTR,"Number agreement with postnominal adjectivesJuxtaposition with prenominal adjectives",TRUE,d,D,D,,,
504,greb1256,Grebo,POSS-default,POSS,Possessive pronouns or genitive marked nouns,TRUE,D,D,D,,,
504,greb1256,Grebo,S-default,S,"subject pronouns with coexponence of mood, but this is not agreement: no coreferent NPs or emphatic pronouns are allowed (and emphatic pronouns do not differentiate mood)",TRUE,d,D,D,Pro,nominal,non-SAP
