"LID","Language","Stock","LowestSubBranch","MajorBranch","QuasiStock","SubBranch","LanguageAlternativeNames","Genesis","Longitude","Latitude","NearProtoHomeland","Modality","LocalRegion","SubSubBranch","StockAlternativeName","StockAllNames","LanguageAllNames","Subsistence","ISO639.3","Glottocode.2014","Glottocode","OriginContinent","Continent","Area","Macrocontinent"
364,"Tanglapui","Tanglapui",,,"Timor-Alor-Pantar",,"Tanglapui","regular",125,-8.2,"TRUE","spoken",,,,"Tanglapui","Tanglapui, Tanglapui",,"tpg","kula1280","kula1280","Pacific","NG and Oceania","Oceania","Pacific"
62,"Demta","Sentani",,,"Asmat-Sentani",,"(Demta)","regular",140.13,-2.33,"TRUE","spoken",,,,"Sentani","Demta, (Demta)","agricultural/pastoral","dmy","demt1241","demt1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
61,"Dani (Lower Grand Valley)","Dani",,,,,"Dani (Lower Grand Valley)","regular",138.83,-4.33,"FALSE","spoken",,,,"Dani","Dani (Lower Grand Valley), Dani (Lower Grand Valley)",,"dni","lowe1415","lowe1415","Pacific","NG and Oceania","Interior New Guinea","Pacific"
415,"retire_Yali","Mek",,,,,"Yali","regular",139.33,-4.1,"TRUE","spoken",,,,"Mek","retire_Yali, Yali",,"nlk","nini1235","nini1235","Pacific","NG and Oceania","Interior New Guinea","Pacific"
130,"Kewa","Engan-Kewa",,"Angal-Kewa","East New Guinea Highlands",,"Kewa","regular",143.83,-6.5,"TRUE","spoken",,,,,"Kewa, Kewa",,"kew","west2599","west2599","Pacific","NG and Oceania","Interior New Guinea","Pacific"
410,"Wiru","Wiru",,,"East New Guinea Highlands",,"Wiru","regular",140.16,-6.5,"TRUE","spoken",,,,"Wiru","Wiru, Wiru",,"wiu","wiru1244","wiru1244","Pacific","NG and Oceania","S New Guinea","Pacific"
345,"Salt-Yui","Chimbu-Wahgi",,"Chimbu","East New Guinea Highlands",,"Salt-Yui, Salt, Salt-Iui","regular",145.03,-6.28,"TRUE","spoken",,,,,"Salt-Yui, Salt-Yui, Salt, Salt-Iui",,"sll","salt1242","salt1242","Pacific","NG and Oceania","Interior New Guinea","Pacific"
103,"Hua","Eastern Highlands",,"Gorokan","East New Guinea Highlands","Kamano-Yagaria","Hua, Huva, Yagaria, Kami-Kulaka, Move, Ologuti, Dagenava, Kamate, Hira, Hua (Huva), Kotom","regular",145.42,-6.33,"TRUE","spoken",,,,,"Hua, Hua, Huva, Yagaria, Kami-Kulaka, Move, Ologuti, Dagenava, Kamate, Hira, Hua (Huva), Kotom","agricultural/pastoral","ygr","yaga1260","yaga1260","Pacific","NG and Oceania","Interior New Guinea","Pacific"
232,"Usarufa","Eastern Highlands",,"Kainantu","East New Guinea Highlands",,"Usarufa","regular",145.58,-6.42,"TRUE","spoken",,,,,"Usarufa, Usarufa",,"usa","usar1243","usar1243","Pacific","NG and Oceania","Interior New Guinea","Pacific"
358,"Suena","Greater Binanderean",,"Binanderean",,"North Binanderean","Suena","regular",147.55,-7.75,"TRUE","spoken",,,,,"Suena, Suena",,"sue","suen1241","suen1241","Pacific","NG and Oceania","S New Guinea","Pacific"
31,"Barai","Koiarian",,"Baraic","Southeast Papuan",,"Barai","regular",148.19,-9.04,"FALSE","spoken",,,,,"Barai, Barai","agricultural/pastoral","bbb","nucl1630","nucl1630","Pacific","NG and Oceania","S New Guinea","Pacific"
136,"Kobon","Madang",,"Kalamic-South Adelbert",,"Kalam-Kobon","Kobon","regular",144.33,-5.17,"TRUE","spoken",,,,,"Kobon, Kobon",,"kpw","kobo1249","kobo1249","Pacific","NG and Oceania","Interior New Guinea","Pacific"
153,"Mulaha","Kwalean",,,"Southeast Papuan",,"Kwalean, Mulaha, Iaibu","regular",147.6,-9.66,"TRUE","spoken",,,,"Kwalean","Mulaha, Kwalean, Mulaha, Iaibu",,"mfw","mula1254","mula1254","Pacific","NG and Oceania","S New Guinea","Pacific"
126,"Kâte","Finisterre-Huon",,"Huon",,"Eastern Huon","Kâte","regular",147.75,-6.5,"TRUE","spoken",,,,,"Kâte, Kâte",,"kmg","kate1253","kate1253","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
417,"Yawa","West Papuan","Yapen",,,,"(Yawa)","regular",136.25,-1.75,"TRUE","spoken",,,,,"Yawa, (Yawa)",,"yva","nucl1454","nucl1454","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
402,"Warembori","Lower Mamberamo",,,,,"Warembori","regular",137.58,-1.67,"TRUE","spoken",,,"Warembori","Lower Mamberamo, Warembori","Warembori, Warembori","agricultural/pastoral","wsa","ware1253","ware1253","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
366,"Burmeso","Taurap",,,,,"Taurap, Burmeso","regular",138.06,-2.4,"TRUE","spoken",,,"Burmeso","Taurap, Burmeso","Burmeso, Taurap, Burmeso","agricultural/pastoral","bzu","burm1264","burm1264","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
33,"Bauzi","East Cenderawasih Bay",,,,,"Bauzi","regular",137.5,-2.5,"TRUE","spoken",,,"East Cenderawasih (Bay), East Geelvinck Bay","East Cenderawasih Bay, East Cenderawasih (Bay), East Geelvinck Bay","Bauzi, Bauzi","hunting/fishing/foraging","bvz","bauz1241","bauz1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
109,"Iau","Lakes Plain",,"Tariku",,,"Iau","regular",137.5,-3.17,"TRUE","spoken",,,,,"Iau, Iau","hunting/fishing/foraging","tmu","iauu1242","iauu1242","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
26,"Asmat","Macro-Ok",,"Asmat-Kamoro",,,"Asmat","regular",138.4,-6,"TRUE","spoken",,,,,"Asmat, Asmat","hunting/fishing/foraging","asc","casu1237","casu1237","Pacific","NG and Oceania","S New Guinea","Pacific"
370,"Telefol","Macro-Ok",,"Mountain Ok",,,"Telefol","regular",141.75,-5,"TRUE","spoken",,,,,"Telefol, Telefol","agricultural/pastoral","tlf","tele1256","tele1256","Pacific","NG and Oceania","Interior New Guinea","Pacific"
38,"Boazi","Marind",,,,,"Boazi","regular",141.33,-7,"TRUE","spoken",,,,"Marind","Boazi, Boazi","hunting/fishing/foraging","kvg","kuni1265","kuni1265","Pacific","NG and Oceania","S New Guinea","Pacific"
131,"Kimaama","Kolopom",,,,,"Kimaama, Kimaghama","regular",138.5,-8,"TRUE","spoken",,,,"Kolopom","Kimaama, Kimaama, Kimaghama",,"kig","kima1246","kima1246","Pacific","NG and Oceania","S New Guinea","Pacific"
134,"Kiwai","Kiwaian",,,,,"Kiwai, Gibaio, Northeast Kiwai","regular",143.5,-8,"TRUE","spoken",,,,"Kiwaian","Kiwai, Kiwai, Gibaio, Northeast Kiwai","hunting/fishing/foraging","kiw","nort2930","nort2930","Pacific","NG and Oceania","S New Guinea","Pacific"
211,"Ngkalmpw Knwme","South Central Papuan","Kanum","Morehead and Upper Maro Rivers",,,"Ngkalmpw Knwme, Kanum","regular",140.92,-8.67,"TRUE","spoken",,,,,"Ngkalmpw Knwme, Ngkalmpw Knwme, Kanum",,"kcd","ngka1235","ngka1235","Pacific","NG and Oceania","S New Guinea","Pacific"
330,"Pawaian","Pawaian",,,"Teberan-Pawaian",,"Pawaian","regular",145.08,-7,"TRUE","spoken",,,,"Pawaian","Pawaian, Pawaian","agricultural/pastoral","pwa","pawa1255","pawa1255","Pacific","NG and Oceania","S New Guinea","Pacific"
350,"Sentani","Sentani",,,"Asmat-Sentani",,"Sentani","regular",140.58,-2.58,"TRUE","spoken",,,,"Sentani","Sentani, Sentani","agricultural/pastoral","set","nucl1632","nucl1632","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
212,"Nimboran","Nimboran",,,,,"Nimboran","regular",140.17,-2.5,"TRUE","spoken",,,,"Nimboran","Nimboran, Nimboran",,"nir","nucl1633","nucl1633","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
190,"Elseng","Morwap",,,,,"Morwap","regular",140.5,-3,"TRUE","spoken",,,"Elseng","Morwap, Elseng","Elseng, Morwap","agricultural/pastoral","mrf","else1239","else1239","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
395,"Vanimo","Macro-Skou",,"Skou-Serra-Warapu",,,"Dumo, Vanimo","regular",141.3,-2.67,"TRUE","spoken",,"Skou",,,"Vanimo, Dumo, Vanimo","agricultural/pastoral","vam","vani1248","vani1248","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
403,"Waris","Border",,"Waris",,,"Waris","regular",141,-3.17,"FALSE","spoken",,,,,"Waris, Waris",,"wrs","wari1266","wari1266","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
427,"Karkar","Karkar",,,,,"Karkar-Yuri, Karkar","regular",141.08,-3.75,"TRUE","spoken",,,"Karkar, Karkar-Yuri","Karkar, Karkar, Karkar-Yuri","Karkar, Karkar-Yuri, Karkar","agricultural/pastoral","yuj","kark1258","kark1258","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
419,"Yessan-Mayo","Sepik",,"Tama Sepik",,,"Yessan-Mayo","regular",142.6,-4,"TRUE","spoken",,,,,"Yessan-Mayo, Yessan-Mayo","agricultural/pastoral","yss","yess1239","yess1239","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
307,"Krisa","Macro-Skou",,"Krisa",,,"Krisa","regular",141.28,-2.83,"FALSE","spoken",,,,,"Krisa, Krisa","agricultural/pastoral","ksi","kris1246","kris1246","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
24,"Arapesh","Torricelli",,"Kombio","Torricelli-Lower Sepik","Arapesh","Arapesh, Arapesh Bumbita","regular",143.17,-3.47,"FALSE","spoken",,,,,"Arapesh, Arapesh, Arapesh Bumbita",,"aon","bumb1241","bumb1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
322,"Oksapmin","Macro-Ok",,"Oksapmin",,,"Oksapmin","regular",142.17,-5.17,"TRUE","spoken",,,,,"Oksapmin, Oksapmin",,"opm","oksa1245","oksa1245","Pacific","NG and Oceania","Interior New Guinea","Pacific"
14,"Alamblak","Sepik",,"Sepik Hill",,,"Alamblak","regular",143.33,-4.67,"TRUE","spoken",,,,,"Alamblak, Alamblak","hunting/fishing/foraging","amp","alam1246","alam1246","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
420,"Yimas","Lower Sepik - Ramu",,"Lower Sepik","Torricelli-Lower Sepik","Yimas-Karawari","Yimas","regular",143.55,-4.67,"TRUE","spoken",,,,,"Yimas, Yimas","hunting/fishing/foraging","yee","yima1243","yima1243","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
83,"Gapun","Gapun",,,,,"Gapun","regular",144.5,-4.08,"TRUE","spoken",,,,"Gapun","Gapun, Gapun","agricultural/pastoral","gpn","taia1239","taia1239","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
28,"Awtuw","Sepik",,"Ram",,,"Awtuw","regular",142,-3.58,"TRUE","spoken",,,,,"Awtuw, Awtuw","agricultural/pastoral","kmn","awtu1239","awtu1239","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
369,"Tehit","West Papuan",,"South Bird’s Head",,,"Tehit","regular",132,-1.5,"TRUE","spoken",,,,,"Tehit, Tehit",,"kps","tehi1237","tehi1237","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
20,"Amele","Madang",,"Croisilles",,"Mabuso","Amele","regular",145.58,-5.25,"TRUE","spoken",,,,,"Amele, Amele",,"aey","amel1241","amel1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
367,"Tauya","Madang",,"Rai Coast",,,"Tauya","regular",145.33,-5.75,"FALSE","spoken",,,,,"Tauya, Tauya","agricultural/pastoral","tya","tauy1241","tauy1241","Pacific","NG and Oceania","Interior New Guinea","Pacific"
393,"Usan","Madang",,"Croisilles",,"Numugenan","Usan","regular",145.17,-4.83,"TRUE","spoken",,,,,"Usan, Usan",,"wnu","usan1239","usan1239","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
407,"Waskia","Madang",,"Isumrud",,,"Waskia","regular",146,-4.5,"FALSE","spoken",,,,,"Waskia, Waskia",,"wsk","wask1241","wask1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
359,"Sulka","Sulka",,,,,"Sulka","regular",151.92,-5.08,"TRUE","spoken",,,,"Sulka","Sulka, Sulka",,"sua","sulk1246","sulk1246","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
22,"Anêm","West New Britain",,,"Yele-West New Britain",,"Anêm","regular",149.08,-5.58,"TRUE","spoken",,,,"West New Britain","Anêm, Anêm",,"anz","anem1249","anem1249","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
191,"Motuna","South Bougainville",,"Buin",,,"Motuna","regular",155.42,-6.62,"TRUE","spoken",,,,,"Motuna, Motuna",,"siw","siwa1245","siwa1245","Pacific","NG and Oceania","Oceania","Pacific"
140,"Konua","North Bougainville",,,,,"Konua, Rapoisi","regular",154.83,-5.83,"TRUE","spoken",,,"West Bougainville","North Bougainville, West Bougainville","Konua, Konua, Rapoisi",,"kyx","rapo1238","rapo1238","Pacific","NG and Oceania","Oceania","Pacific"
30,"Baining","East New Britain",,,,,"Makakat, Qaqet, Maqaqet, Kakat, Baining","regular",152,-4.58,"TRUE","spoken",,,"Baining-Taulil","East New Britain, Baining-Taulil","Baining, Makakat, Qaqet, Maqaqet, Kakat, Baining",,"byx","qaqe1238","qaqe1238","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
13,"Aiwo","Austronesian","Reefs-Santa Cruz","Malayo-Polynesian",,"Oceanic","Aiwo, Ayiwo, Äiwoo","regular",166.25,-10.33,"TRUE","spoken",,"Temotu",,,"Aiwo, Aiwo, Ayiwo, Äiwoo",,"nfl","ayiw1239","ayiw1239","Eurasia","NG and Oceania","Oceania","Pacific"
138,"Kombai","Macro-Ok",,"Awyu-Dumut",,,"Kombai","regular",140,-5.58,"TRUE","spoken",,,,,"Kombai, Kombai","agricultural/pastoral","tyn","komb1274","komb1274","Pacific","NG and Oceania","S New Guinea","Pacific"
36,"Berik","Orya-Mawes-Tor-Kwerba",,"Tor",,,"Berik, Tor","regular",138.83,-2.25,"FALSE","spoken",,,,,"Berik, Berik, Tor","hunting/fishing/foraging","bkl","beri1254","beri1254","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
133,"Kirikiri","East Cenderawasih Bay",,"Tariku",,,"Kirikiri, Kirira","regular",137.17,-3,"FALSE","spoken",,,,,"Kirikiri, Kirikiri, Kirira","hunting/fishing/foraging","kiy","kiri1256","kiri1256","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
320,"Oirata","Timor-Alor-Pantar",,"Timor-Kisar",,,"Oirata","regular",127.17,-8.1,"FALSE","spoken",,,,,"Oirata, Oirata",,"oia","oira1263","oira1263","Pacific","NG and Oceania","Oceania","Pacific"
158,"Lamma","Timor-Alor-Pantar",,"Alor-Pantar",,,"Lamma, Western Pantar","regular",124.12,-8.5,"TRUE","spoken",,,,,"Lamma, Lamma, Western Pantar",,"lev","lamm1241","lamm1241","Pacific","NG and Oceania","Oceania","Pacific"
137,"Kolana","Timor-Alor-Pantar",,"Alor-Pantar",,"Alor","Kolana, Wersing","regular",125.12,-8.25,"FALSE","spoken",,,,,"Kolana, Kolana, Wersing",,"kvw","wers1238","wers1238","Pacific","NG and Oceania","Oceania","Pacific"
71,"Dyirbal","Pama-Nyungan",,"Dyirbalic","Macro-Pama-Nyungan",,"Dyirbal","regular",145.58,-17.83,"FALSE","spoken",,,,,"Dyirbal, Dyirbal","hunting/fishing/foraging","dbl","dyir1250","dyir1250","Australia","Australia","N Australia","Pacific"
416,"Yankunytjara","Pama-Nyungan","Western Desert","Southwestern Pama-Nyungan","Macro-Pama-Nyungan","Nyungic","Yankunytjara, Yankuntjatjara, Yankuntjara","regular",132,-27,"FALSE","spoken",,,,,"Yankunytjara, Yankunytjara, Yankuntjatjara, Yankuntjara","hunting/fishing/foraging","kdd","yank1247","yank1247","Australia","Australia","S Australia","Pacific"
193,"Mparntwe Arrernte","Pama-Nyungan",,"Arandic","Macro-Pama-Nyungan",,"Mparntwe Arrernte","regular",136,-24,"FALSE","spoken",,,,,"Mparntwe Arrernte, Mparntwe Arrernte","hunting/fishing/foraging","aer","east2379","east2379","Australia","Australia","S Australia","Pacific"
64,"Diyari","Pama-Nyungan",,"Karnic","Macro-Pama-Nyungan",,"Diyari","regular",139,-28,"FALSE","spoken",,,,,"Diyari, Diyari","hunting/fishing/foraging","dif","dier1241","dier1241","Australia","Australia","S Australia","Pacific"
391,"Uradhi","Pama-Nyungan",,"Paman","Macro-Pama-Nyungan","Northern Pama","Uradhi, Atampaya","regular",142.42,-11.92,"FALSE","spoken",,,,,"Uradhi, Uradhi, Atampaya","hunting/fishing/foraging","urf","urad1238","urad1238","Australia","Australia","N Australia","Pacific"
66,"Djapu","Pama-Nyungan",,"Yolngu","Macro-Pama-Nyungan",,"Djapu","regular",136,-13,"FALSE","spoken",,,,,"Djapu, Djapu","hunting/fishing/foraging","duj","dhuw1249","dhuw1249","Australia","Australia","N Australia","Pacific"
210,"Ngiyambaa","Pama-Nyungan",,"Wiraduric","Macro-Pama-Nyungan",,"Ngiyambaa","regular",145.5,-31.75,"FALSE","spoken",,,,,"Ngiyambaa, Ngiyambaa","hunting/fishing/foraging","wyb","ngiy1239","wang1291","Australia","Australia","S Australia","Pacific"
408,"Wemba Wemba","Pama-Nyungan",,"Kulinic","Macro-Pama-Nyungan",,"Wemba Wemba, Wembawemba","regular",145,-36,"FALSE","spoken",,,,,"Wemba Wemba, Wemba Wemba, Wembawemba","hunting/fishing/foraging","xww","west2443","west2443","Australia","Australia","S Australia","Pacific"
173,"Mangarayi","Mangarayan",,,,,"Mangarayi","regular",133.5,-14.67,"TRUE","spoken",,,,"Mangarayan","Mangarayi, Mangarayi","hunting/fishing/foraging","mpc","mang1381","mang1381","Australia","Australia","N Australia","Pacific"
68,"Djingili","Mirndi",,"Barkly (Eastern Mirndi)",,,"Djingili, Jingulu","regular",134,-17.75,"TRUE","spoken",,,,,"Djingili, Djingili, Jingulu","hunting/fishing/foraging","jig","djin1251","djin1251","Australia","Australia","N Australia","Pacific"
424,"Yukulta","Tangkic",,,"Macro-Pama-Nyungan",,"Yukulta","regular",138.83,-17.33,"FALSE","spoken",,,,"Tangkic","Yukulta, Yukulta",,"gcd","gang1267","gang1267","Australia","Australia","N Australia","Pacific"
128,"Kayardild","Tangkic","South Wellesley","Southern Tangkic","Macro-Pama-Nyungan","South Wellesley","Kayardild","regular",139.5,-17.05,"TRUE","spoken",,,,,"Kayardild, Kayardild","hunting/fishing/foraging","gyd","kaya1319","kaya1319","Australia","Australia","N Australia","Pacific"
93,"Gunwinggu","Gunwingguan",,,"Macro-Pama-Nyungan",,"Mayali, Gunwinygu, Bininj Gun-Wok, Gunwinggu, Kunwinjku","regular",133.75,-12.5,"FALSE","spoken",,,,"Gunwingguan","Gunwinggu, Mayali, Gunwinygu, Bininj Gun-Wok, Gunwinggu, Kunwinjku","hunting/fishing/foraging","gup","gunw1252","gunw1252","Australia","Australia","N Australia","Pacific"
209,"Ngalakan","Gunwingguan",,,"Macro-Pama-Nyungan",,"Ngalakan","regular",134,-14.25,"FALSE","spoken",,,,"Gunwingguan","Ngalakan, Ngalakan","hunting/fishing/foraging","nig","ngal1293","ngal1293","Australia","Australia","N Australia","Pacific"
400,"Waray","Gunwingguan",,"Western Gunwingguan","Macro-Pama-Nyungan",,"Waray","regular",131.25,-13.17,"FALSE","spoken",,,,,"Waray, Waray","hunting/fishing/foraging","wrz","wara1290","wara1290","Australia","Australia","N Australia","Pacific"
401,"Wardaman","Wagiman - Wardaman",,,,,"Wardaman","regular",131,-15.5,"TRUE","spoken",,,,"Wagiman - Wardaman","Wardaman, Wardaman","hunting/fishing/foraging","wrr","ward1246","ward1246","Australia","Australia","N Australia","Pacific"
378,"Tiwi","Tiwi",,,,,"Tiwi","regular",131,-11.5,"TRUE","spoken",,,,"Tiwi","Tiwi, Tiwi","hunting/fishing/foraging","tiw","tiwi1244","tiwi1244","Australia","Australia","N Australia","Pacific"
178,"Marrithiyel","Western Daly",,,,,"Marithiel, Marrithiyel","regular",130,-13.83,"TRUE","spoken",,,,"Western Daly","Marrithiyel, Marithiel, Marrithiyel","hunting/fishing/foraging","mfr","mari1424","mari1424","Australia","Australia","N Australia","Pacific"
196,"Murrinh-patha","Southern Daly",,,,,"Murrinh-patha, Murinbada, Murinbata, Garama","regular",129.67,-14.67,"TRUE","spoken",,,,"Southern Daly","Murrinh-patha, Murrinh-patha, Murinbada, Murinbata, Garama","hunting/fishing/foraging","mwf","murr1258","murr1258","Australia","Australia","N Australia","Pacific"
170,"Malak-Malak","Northern Daly",,,,,"Malak-Malak","regular",130.42,-13.42,"TRUE","spoken",,,,"Northern Daly","Malak-Malak, Malak-Malak","hunting/fishing/foraging","mpb","mull1237","mull1237","Australia","Australia","N Australia","Pacific"
181,"Mawng","Iwaidjan",,,,,"Maung, Mawng","regular",133.5,-11.92,"TRUE","spoken",,,,"Iwaidjan","Mawng, Maung, Mawng","hunting/fishing/foraging","mph","maun1240","maun1240","Australia","Australia","N Australia","Pacific"
149,"Kuniyanti","Bunuban",,,,,"Kuniyanti, Gooniyandi","regular",126.33,-18.33,"TRUE","spoken",,,"Bunaban","Bunuban, Bunaban","Kuniyanti, Kuniyanti, Gooniyandi","hunting/fishing/foraging","gni","goon1238","goon1238","Australia","Australia","N Australia","Pacific"
319,"Nyigina","Nyulnyulan",,,,,"Nyigina","regular",124.33,-18,"TRUE","spoken",,,,"Nyulnyulan","Nyigina, Nyigina","hunting/fishing/foraging","nyh","nyig1240","nyig1240","Australia","Australia","N Australia","Pacific"
390,"Ungarinjin","Worrorran",,,,,"Ungarinjin, Ungarinjin, Ungarinyin","regular",126,-16.33,"TRUE","spoken",,,,"Worrorran","Ungarinjin, Ungarinjin, Ungarinjin, Ungarinyin","hunting/fishing/foraging","ung","ngar1284","ngar1284","Australia","Australia","N Australia","Pacific"
183,"Miriwung","Djerragan",,,,,"Miriwung","regular",129,-15.67,"TRUE","spoken",,,"Djeragan, Djerragan","Djerragan, Djeragan, Djerragan","Miriwung, Miriwung","hunting/fishing/foraging","mep","miri1266","miri1266","Australia","Australia","N Australia","Pacific"
405,"Warndarang","Maran",,,"Macro-Pama-Nyungan",,"Warndarang","regular",135.58,-14.42,"TRUE","spoken",,,,"Maran","Warndarang, Warndarang","hunting/fishing/foraging","wnd","wand1263","wand1263","Australia","Australia","N Australia","Pacific"
16,"Alawa","Maran",,,"Macro-Pama-Nyungan",,"Alawa","regular",134.25,-15.17,"FALSE","spoken",,,,"Maran","Alawa, Alawa","hunting/fishing/foraging","alh","alaw1244","alaw1244","Australia","Australia","N Australia","Pacific"
82,"Gaagudju","Gaagudju",,,,,"Gaagudju","regular",132.83,-12.58,"TRUE","spoken",,,,"Gaagudju","Gaagudju, Gaagudju","hunting/fishing/foraging","gbu","gaga1251","gaga1251","Australia","Australia","N Australia","Pacific"
84,"Garrwa","Garrwan",,,"Macro-Pama-Nyungan",,"Garrwa, Garawa","regular",137.17,-17.08,"TRUE","spoken",,,"Garawan","Garrwan, Garawan","Garrwa, Garrwa, Garawa","hunting/fishing/foraging","wrk","gara1269","gara1269","Australia","Australia","N Australia","Pacific"
198,"Nakkara","Nakkaran",,,"Maningrida (Arnhem Land Family)",,"Nakkara","regular",134.42,-12.12,"TRUE","spoken",,,,"Nakkaran","Nakkara, Nakkara","hunting/fishing/foraging","nck","naka1260","naka1260","Australia","Australia","N Australia","Pacific"
318,"Nunggubuyu","Gunwingguan",,"Ngandi-Nunggubuyu","Macro-Pama-Nyungan",,"Nunggubuyu","regular",135.67,-13.75,"TRUE","spoken",,,,,"Nunggubuyu, Nunggubuyu","hunting/fishing/foraging","nuy","nung1290","nung1290","Australia","Australia","N Australia","Pacific"
160,"Larakiya","Larakiya",,,,,"(Larakiya) Laragia","regular",130.83,-12.67,"TRUE","spoken",,,,"Larakiya","Larakiya, (Larakiya) Laragia","hunting/fishing/foraging","lrg","lara1258","lara1258","Australia","Australia","N Australia","Pacific"
72,"Pomo (Eastern)","Pomoan",,,,,"Pomo (Eastern)","regular",-122.67,39,"FALSE","spoken",,,"Pomo","Pomoan, Pomo","Pomo (Eastern), Pomo (Eastern)","hunting/fishing/foraging","peb","east2545","east2545","North America","W N America","California","Americas"
