LID,Glottocode,Language,CohesionPatternLoc,MphmTypesInCohDomainProp,MphmTypesInCohPrefixDomainProp,MphmTypesInCohSuffixDomainProp,MphmTypesInCohStemDomainProp,MphmTypesInCohDomain,MphmTypesInCohDomainBinned77,CoherentEncliticBoundaryPresence,CoherentEnclEnclBoundaryPresence,CohPatternOutputOrigin,MphmTypesInCohDomainMultistemPresence,CohesionPatternLabel,CohesionPatternBinned18,CohesionPatternBinned12,CohesionPatternBinned4,CoherentPrefixBoundaryPresence,CoherentPrefixPrefixBoundaryPresence,CoherentPrefixStemBoundaryPresence,CoherentProclBoundaryPresence,CoherentProclPrefixBoundaryPresence,CoherentProclProcliticBoundaryPresence,CoherentProclStemBoundaryPresence,CohesionPatternDataSourceType,NumberMphmTypesInCohDomain,NumberMphmTypesInCohPrefixDomain,NumberMphmTypesInCohSuffixDomain,CoherentStemBoundaryPresence,CoherentStemEnclBoundaryPresence,CoherentStemEndoclBoundaryPresence,CoherentStemInfixBoundaryPresence,CoherentStemSuffixBoundaryPresence,CohesionPatternStressPresence,CohPatternStructurePreservingPresence,CoherentSuffixBoundaryPresence,CoherentSuffixEnclBoundaryPresence,CoherentSuffixSuffixBoundaryPresence,SurveyStatus,CohesionPatternType,MphmTypesInCohPrefixDomainPropBinned3,MphmTypesInCohSuffixDomainPropBinned3,MphmTypesInCohStemDomainPropBinned3
691,tibe1272,Tibetan (Lhasa),left edge,0.333333333333333,0.5,0.5,1,stem,2,,,Lexical,subphrasal,"If /s/ onset, only here (If the unvoiced alveolar fricative is an onset, it is only found in this domain)",constraint,constraint,segmental,0,0,0,,,,,Grammar Explicit,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
691,tibe1272,Tibetan (Lhasa),left edge,0.666666666666667,1,1,2,stem + stem,22,,,Majority Lexical,phrasal,"Vowel Harmony, Open/Height (There is a process of vowel quality (openness/height) assimilation/harmony across this domain); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",vowel_harmony,process,segmental,0,0,0,,,,,Grammar Explicit,2,2,2,0,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,medium,medium,low
101,hixk1239,Hixkaryana,Min Domain,0.2,0.3333333333333333,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,Min Disyllabic (A free form must be minimally this size; may include specific morphological domain or lexical information (see language-specific records)),size_related,size_related,size_related,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
101,hixk1239,Hixkaryana,right edge,1,1,1,1,stem ± prefix ± suffix ± preposed particle ± postposed particle,73,0,1,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,1,1,1,1,,5,3,3,1,1,,,1,stress-related,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
101,hixk1239,Hixkaryana,medial,0.6,0.6666666666666667,0.6666666666666667,1,stem ± prefix ± suffix,18,0,0,Lexical,subphrasal,C POA Assim (in this domain a consonant will assimilate for place of articulation properties); this constraint is resolved by: palatalization (assimilation or association of ‘feature’ PALATAL from one constituent to another; or surfacing of ‘feature’ palatal as a resolution),assimilation,process,segmental,0,1,1,0,0,0,0,Questionnaire,3,2,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
101,hixk1239,Hixkaryana,spans,1,1,1,1,stem ± prefix ± suffix ± preposed particle ± postposed particle,73,0,1,Unknown,subphrasal,Pause Between Edges (Pause criterion--difficult to characterize; maybe ambi- domain?),suprasegmental,suprasegmental,suprasegmental,0,1,1,1,1,1,1,Questionnaire,5,3,3,1,1,,,1,other,non_structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
101,hixk1239,Hixkaryana,left edge,0.2,0.3333333333333333,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*CC Onset (No onset consonant clusters are permitted at all in this domain (even though onset clusters are permitted elsewhere)),constraint,constraint,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
674,limb1266,Limbu,Min Domain,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,Min VC (Single phonological unit is no smaller than bi-mora); this constraint is resolved by: allomorphy (surfacing of a variant morpheme),allomorphy,allomorphy,allomorphy,0,0,0,,,,,Grammar Implicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
674,limb1266,Limbu,spans,1,1,1,1,stem ± prefix ± suffix ± postposed particle,56,0,1,Lexical,subphrasal,"C POA Assim (in this domain a consonant will assimilate for place of articulation properties); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",assimilation,process,segmental,0,1,1,,,,,Grammar Explicit,4,2,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
674,limb1266,Limbu,left edge,0.75,1,0.6666666666666667,1,stem ± prefix ± suffix,18,0,0,Lexical,subphrasal,*C if Velar Nasal (The velar nasal onset is banned in this domain),constraint,constraint,segmental,0,1,1,,,,,Grammar Explicit,3,2,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,medium,low,low
225,lahu1253,Lahu,spans,0.5,1,0.3333333333333333,1,prefix + stem,4,0,0,Non-Lexical,subphrasal,Stress Reduction (Stress reduction in this domain); this constraint is resolved by: Stress Reduction (a reduction in stress (correlates)),stress,stress,suprasegmental,0,0,1,,,,,Grammar Explicit,2,2,1,0,0,,,0,stress-related,non_structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,medium,low,low
225,lahu1253,Lahu,spans,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,Lexical,subphrasal,"Tone Change (A tone change in this domain, cannot be further specified); this constraint is resolved by: Tone change: general (Any tone change, further unspecified)",tone,tone,suprasegmental,0,0,0,,,,,Grammar Explicit,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
35,belh1239,Belhare,right edge,1,1,1,1,stem ±stem1 ± prefix ± stem2 ± suffix ± simulfix/circumfix parts ± postposed part,12,0,1,Lexical,subphrasal,*C if k (The coda velar plosive unasp unvoiced is banned/dispreferred in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,1,1,,,,,Questionnaire,6,3,5,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
35,belh1239,Belhare,spans,0.666666666666667,0.3333333333333333,0.8,0.5,stem ± suffix ± simulfixes/circumfix parts ± postposed part,10,0,1,Lexical,subphrasal,"Obs Voicing Assim (An obstruent assimilates for voicing/phonaton/laryngeal features of adjacent segment in this domain; maybe ambi, but seems to be a more general process); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",assimilation,process,segmental,0,0,1,,,,,Own field work,4,1,4,1,1,,,1,other,structure_preserving,0,1,0,pword exhaustive (double-checked),P Domain,low,low,low
35,belh1239,Belhare,left edge,0.333333333333333,0,0,0,phrase,38,,,Non-Lexical,phrasal,Sylllabic nasal (Underspecified nasals realized as syllabic in this domain),constraint,constraint,segmental,,,,,,,,Questionnaire,2,0,0,,,,,,other,non_structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,low,low
35,belh1239,Belhare,left edge,0.666666666666667,0.3333333333333333,0.8,0.5,stem ± suffix ± simulfixes/circumfix parts ± postposed part,10,0,1,Unknown,subphrasal,*V-Initial syllable (Vowel-initial syllables are banned/do not occur in this domain); this constraint is resolved by: glottal insertion (onset) (insertion of a glottal stop in onset position of specified domain),insertion,process,segmental,0,0,1,,,,,Questionnaire,4,1,4,1,1,,,1,other,non_structure_preserving,0,1,0,pword exhaustive (double-checked),P Domain,low,low,low
35,belh1239,Belhare,Min Domain,0.333333333333333,0.3333333333333333,0.4,0.5,stem + suffix,3,0,0,Lexical,subphrasal,Min Disyllabic (A free form must be minimally this size; may include specific morphological domain or lexical information (see language-specific records)); this constraint is resolved by: allomorphy (surfacing of a variant morpheme),allomorphy,allomorphy,allomorphy,0,0,0,,,,,Questionnaire,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
35,belh1239,Belhare,left edge,0.666666666666667,0.3333333333333333,0.8,0.5,stem ± suffix ± simulfixes/circumfix parts ± postposed part,10,0,1,Non-Lexical,subphrasal,Reduce Unstressed V in Initial Foot (In this domain there is a particular kind of vowel reduction whereby a vowel in the initial foot of this domain reduces); this constraint is resolved by: vowel quality reduction (reduced (centralized) variant of a corresponding vowel quality),weakening,process,segmental,0,0,1,,,,,Questionnaire,4,1,4,1,1,,,1,other,non_structure_preserving,0,1,0,pword exhaustive (double-checked),P Domain,low,low,low
35,belh1239,Belhare,medial,0.333333333333333,0.6666666666666667,0.2,0.5,prefix + stem,4,0,0,Lexical,subphrasal,"Nasal P.O.A. Assimilation (There is a process of place of articulation assimilation for nasal segments in this domain); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",assimilation,process,segmental,0,0,1,,,,,Questionnaire,2,2,1,0,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
690,mana1288,Manange,spans,0.75,0.5,1,1,stem ± suffix ± post particle,50,0,0,Non-Lexical,subphrasal,"Obs Voicing Assim (An obstruent assimilates for voicing/phonaton/laryngeal features of adjacent segment in this domain; maybe ambi, but seems to be a more general process); this constraint is resolved by: Tone/Pitch assimilation--Preservative (spread of melody features based on what precedes)",assimilation,process,segmental,0,0,0,,,,,Grammar Explicit,3,1,3,1,1,,,1,other,non_structure_preserving,0,1,1,pword exhaustive,P Domain,low,medium,low
35,belh1239,Belhare,left edge,0.833333333333333,0.6666666666666667,0.8,0.5,stem ± prefix ± suffix ± simulfixes/circumfix parts ± postposed part,10,0,1,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,,,,,Own field work,5,2,4,1,1,,,1,stress-related,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,low,low,low
674,limb1266,Limbu,left edge,1,1,1,1,stem ± prefix ± suffix ± postposed particle,56,0,1,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,,,,,Grammar Explicit,4,2,3,1,1,,,1,stress-related,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
677,swed1254,Swedish,left edge,1,1.5,1,1,stem ± prefix ± suffix ± entire circumfix,8,0,0,Unknown,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,,,,,Questionnaire,5,3,3,0,0,,,1,stress-related,non_structure_preserving,0,0,1,pword exhaustive,P Domain,medium,medium,low
188,halh1238,Mongolian (Khalkha),Min Domain,0.333333333333333,1,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,"Min Bimora, General (This domain must minimally be bimoraic (CV: or CVC))",size_related,size_related,size_related,,,,,,,,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,not yet exhaustive,P Domain,medium,low,low
188,halh1238,Mongolian (Khalkha),left edge,0.333333333333333,1,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,V-initial permitted only here (This is a priveleged domain for vowel-initial syllables (they occur only here)),constraint,constraint,segmental,,,,,,,,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,not yet exhaustive,P Domain,medium,low,low
188,halh1238,Mongolian (Khalkha),contains at least,0.666666666666667,1,0.6666666666666667,1,stem ± suffix,3,0,0,Non-Lexical,subphrasal,Superheavy VCCC (Superheavy syllables of this type (triple coda cluster) are found only in this domain (this is a privileged domain for this superheavy syllable type)),constraint,constraint,segmental,,,,,,,,Questionnaire,2,1,2,1,0,,,1,other,non_structure_preserving,0,0,1,not yet exhaustive,P Domain,medium,low,low
188,halh1238,Mongolian (Khalkha),spans,0.666666666666667,1,0.6666666666666667,1,stem + suffix,3,0,0,Lexical,subphrasal,"Harmony/Assim, General (General assimilation process across this domain); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",assimilation,process,segmental,,,,,,,,Questionnaire,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,not yet exhaustive,P Domain,medium,low,low
35,belh1239,Belhare,left edge,0.333333333333333,0.6666666666666667,0.2,0.5,prefix + stem,4,0,0,Lexical,subphrasal,*V-Initial syllable (Vowel-initial syllables are banned/do not occur in this domain); this constraint is resolved by: nasal spread (spread of nasal features from one constituent to another),assimilation,process,segmental,0,0,1,,,,,Questionnaire,2,2,1,0,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
468,east2773,Newar (Dolakha),left edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*V only syllable (Vowel-only syllables are not permitted in this domain),constraint,constraint,segmental,0,0,0,,,,,Grammar Implicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
468,east2773,Newar (Dolakha),Min Domain,0.25,0.5,0.3333333333333333,8,root,2,0,0,Lexical,subphrasal,Min VC (Single phonological unit is no smaller than bi-mora),size_related,size_related,size_related,0,0,0,,,,,Grammar Implicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,high
468,east2773,Newar (Dolakha),left edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*C if Alveolar Approx (In this domain the alveolar approximant onset is banned),constraint,constraint,segmental,0,0,0,,,,,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
468,east2773,Newar (Dolakha),medial,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*Cy cluster (Onset cluster of this type (consonant + palatal glide) not permitted in this domain),constraint,constraint,segmental,0,0,0,,,,,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
468,east2773,Newar (Dolakha),right edge,0.75,0.5,1,1,stem ± suffix ± post particle,50,0,0,Non-Lexical,subphrasal,/a/ Reduction  (This syllable nucleus vowel quality is reduced when in this domain); this constraint is resolved by: vowel quality reduction (reduced (centralized) variant of a corresponding vowel quality),weakening,process,segmental,0,0,0,,,,,Grammar Explicit,3,1,3,1,1,,,1,other,non_structure_preserving,0,1,1,pword exhaustive,P Domain,low,medium,low
468,east2773,Newar (Dolakha),right edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,Dispreferred C coda if Labial (A labial (place) coda is banned/dispreferred in this domain),constraint,constraint,segmental,0,0,0,,,,,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
468,east2773,Newar (Dolakha),left edge,0.5,1,0.3333333333333333,8,root + prefix,4,0,0,Lexical,subphrasal,"Vowel Harmony (There is an unspecified type of vowel harmony in this domain); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",vowel_harmony,process,segmental,0,0,1,,,,,Grammar Explicit,2,2,1,0,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,medium,low,high
468,east2773,Newar (Dolakha),spans,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Unknown,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint)",constraint,constraint,segmental,0,0,0,,,,,not applicable,1,1,1,1,0,,,0,other,non_structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
468,east2773,Newar (Dolakha),medial,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,Geminate C onset ok only here (Germinate onsets occur only in this domain),quantity,quantity,suprasegmental,0,0,0,,,,,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
501,mani1292,Meithei,medial,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,Alveolar Trill Onset only here (The C2 onset consonant /r/ may only occur in this domain),constraint,constraint,segmental,,,,0,,0,0,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
501,mani1292,Meithei,left edge,0.5,1,0.3333333333333333,1,stem ± prefix,4,0,0,Lexical,subphrasal,"*S1V = /a/ if Disyllabic (In this domain there are certain vowel quality restrictions: if the domain is (at least?) disyllabic, then the S1 vowel cannot be /a/)",constraint,constraint,segmental,,,,0,,0,0,Grammar Explicit,2,2,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,medium,low,low
501,mani1292,Meithei,right edge,0.75,0.5,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*V if schwa (in this domain schwa is banned/does not occur),constraint,constraint,segmental,,,,0,,0,0,Grammar Explicit,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,low,medium,low
501,mani1292,Meithei,left edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*C onset if Voiced Stop (In this domain voiced stop onsets are banned/do not occur),constraint,constraint,segmental,,,,0,,0,0,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
501,mani1292,Meithei,left edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,*Cr cluster (In this domain the cluster C + r is banned/does not occur),constraint,constraint,segmental,,,,0,,0,0,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
501,mani1292,Meithei,spans,0.75,1,0.6666666666666667,1,stem + prefix ± suffix,18,0,0,Lexical,subphrasal,"Tone Upstep/Downstep, L to R (Tone either lowers or raises in this domain, direction is L to R); this constraint is resolved by: Tone change: general (Any tone change, further unspecified)",tone,tone,suprasegmental,,,,0,,0,0,Grammar Explicit,3,2,2,1,0,,,1,other,structure_preserving,0,0,1,pword exhaustive,P Domain,medium,low,low
