"Module","Variable","VariantOf","SetUp","DataEntry","VariableType","DataType","N.levels","N.entries","N.languages","Description"
"Grammatical_markers","Locus.binned5","Locus","multiple entries per language","by hand","data","categorical",4,4307,779,"Locus of the marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press), binned into 5 basic types"
"Grammatical_markers","HostRestrictions.binned.restricted","HostRestrictions","multiple entries per language","derived","data","categorical",2,4013,772,"Categorical restriction on possible hosts in terms of parts of speech (simplified, binary)"
"Grammatical_markers","MorphemeType","MorphemeType","multiple entries per language","by hand","data","categorical",5,4716,803,"Morpheme type (as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press)"
"Grammatical_markers","MorphemeType.Word.Presence","MorphemeType","multiple entries per language","by hand","data","logical",2,4148,730,"Full grammatical word status of marker, i.e. the marker constitutes a distinct grammatical word, with its own part of speech"
"Grammatical_markers","PersonPortmanteau.Presence","PersonPortmanteau","multiple entries per language","by hand","data","logical",2,1507,163,"Portmanteau property of marker, i.e. the marker includes the expression of more than one category while in other contexts these categories are expressed by separate markers"
"Grammatical_markers","Placement","Placement","multiple entries per language","by hand","data","categorical",4,813,189,"Placement of grammatical marker within a phrasal domain"
"Grammatical_markers","Position.post.Presence","Position","multiple entries per language","by hand","data","logical",2,3905,690,"At least some exponents of the grammatical marker appear after its phonological host, i.e. the marker includes some suffix/enclitic part under at least some conditions"
"Grammatical_markers","Position.binned4","Position","multiple entries per language","by hand","data","categorical",4,3925,691,"Position of grammatical marker with regard to its phonological host, binned into 4 basic types"
"Grammatical_markers","Position","Position","multiple entries per language","by hand","data","categorical",23,4183,731,"Position of grammatical marker with regard to its phonological host"
"Grammatical_markers","Position.binned5","Position","multiple entries per language","by hand","data","categorical",5,3925,691,"Position of grammatical marker with regard to its phonological host, binned into 5 basic types"
"Grammatical_markers","Position.pre.Presence.v1","Position","multiple entries per language","by hand","data","logical",2,4181,731,"At least some exponents of the grammatical marker appear before its phonological host, i.e. the marker nclude some prefix/proclitic part under at least some conditions"
"Grammatical_markers","Position.pre.Presence.v2","Position","multiple entries per language","by hand","data","logical",2,4181,731,"At least some exponents of the grammatical marker appear after its phonological host. Default refers to  that variant of a marker that is not contextually restricted (e.g. restricted to nonfinite verb forms etc.)"
"Grammatical_markers","Position.simul.Presence.v1","Position","multiple entries per language","by hand","data","logical",2,3925,691,"Multiple exponence of at least some variants of a grammatical marker"
"Grammatical_markers","Position.simul.Presence.v2","Position","multiple entries per language","by hand","data","logical",2,3925,691,"Multiple exponence of at least some default variants of a grammatical marker. Default refers to  that variant of a marker that is not contextually restricted (e.g. restricted to nonfinite verb forms etc.)"
"Grammatical_markers","HostRestrictions","HostRestrictions","multiple entries per language","derived","data","categorical",3,4013,772,"Categorical restriction on possible hosts in terms of parts of speech"
"Grammatical_markers","Slot","Slot","multiple entries per language","by hand","data","categorical",48,1708,185,"Morphological slot of the agreement marker; prefixes are preceded by a minus symbol (e.g. -2 stands for the second prefix slot as counted from the root)"
"Grammatical_markers","SourceOfMarking","SourceOfMarking","multiple entries per language","by hand","data","categorical",6,3822,740,"Source of grammatical marker (agreement vs. assigment or any combination thereof)"
"Grammatical_markers","FlexivityStem","FlexivityStem","multiple entries per language","by hand","data","categorical",5,2978,623,"Stem flexivity: allomorphy of stems depending on grammatical categories or lexical choice (see Bickel & Nichols 2007 in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press)"
"Grammatical_markers","OppositionWithZero.Presence","OppositionWithZero.Presence","multiple entries per language","by hand","data","logical",2,1693,186,"Whether or not the marker is in opposition to a marker with zero exponence in the same slot (originally entered so that we don't have to add entries for zero-exponence markers. To keep this easy, we define the opposition per slot.)"
"Grammatical_markers","HostMacroCat","HostMacroCat","multiple entries per language","derived","data","categorical",3,3431,666,"The broad part of speech type that the marker can take as host (including both terminal and phrasal versions, e.g. N and NP)"
"Grammatical_markers","HostType","HostType","multiple entries per language","derived","data","categorical",2,3517,672,"The projection level of the host: a phrase-level element vs a terminal element"
"Grammatical_markers","HostCat","HostCat","multiple entries per language","derived","condition","categorical",103,5047,826,"The syntactic host(s) that the marker can appear on"
"Locus_per_language","LocusA.binned6","LocusA","single aggregated entry per language","derived","data","categorical",7,328,328,"Locus of marking of A (see LocusA), binned into 6 basic types"
"Locus_per_language","Locus.A.default.binned6","Locus.A.default","single aggregated entry per language","derived","data","categorical",7,326,326,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.N.binned6","Locus.A.default.if.N","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.N_or_Pro.binned6","Locus.A.default.if.N_or_Pro","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.elsewhere.binned6","Locus.A.default.elsewhere","single aggregated entry per language","derived","data","categorical",5,18,18,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.Pro.binned6","Locus.A.default.if.Pro","single aggregated entry per language","derived","data","categorical",3,14,14,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.default.if.SAP.binned6","Locus.A.default.if.SAP","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""A-default"""
"Locus_per_language","Locus.A.exp.binned6","Locus.A.exp","single aggregated entry per language","derived","data","categorical",2,8,8,"Locus of marking the role ""A-exp"""
"Locus_per_language","Locus.A.poss.binned6","Locus.A.poss","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""A-poss"""
"Locus_per_language","Locus.Act.binned6","Locus.Act","single aggregated entry per language","derived","data","categorical",2,2,2,"Locus of marking the role ""Act"""
"Locus_per_language","Locus.ATTR.default.binned6","Locus.ATTR.default","single aggregated entry per language","derived","data","categorical",7,161,161,"Locus of marking the role ""ATTR-default"""
"Locus_per_language","Locus.ATTR.default.elsewhere.binned6","Locus.ATTR.default.elsewhere","single aggregated entry per language","derived","data","categorical",3,12,12,"Locus of marking the role ""ATTR-default"""
"Locus_per_language","Locus.B.ben.binned6","Locus.B.ben","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""B-ben"""
"Locus_per_language","Locus.B.default.binned6","Locus.B.default","single aggregated entry per language","derived","data","categorical",8,203,203,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.default.elsewhere.binned6","Locus.B.default.elsewhere","single aggregated entry per language","derived","data","categorical",4,11,11,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.default.if.Pro.binned6","Locus.B.default.if.Pro","single aggregated entry per language","derived","data","categorical",4,12,12,"Locus of marking the role ""B-default"""
"Locus_per_language","Locus.B.rec.binned6","Locus.B.rec","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""B-rec"""
"Locus_per_language","Locus.G.default.binned6","Locus.G.default","single aggregated entry per language","derived","data","categorical",2,5,5,"Locus of marking the role ""G-default"""
"Locus_per_language","Locus.I.default.binned6","Locus.I.default","single aggregated entry per language","derived","data","categorical",1,1,1,"Locus of marking the role ""I-default"""
